,요양기관명,시군구코드명,주소,전화번호,좌표(X),좌표(Y)
50,행복한약국,부산해운대구,"부산광역시 해운대구 구남로29번길 26, (중동)",051-731-0677,129.1619558,35.1622657
51,행복한약국,부산해운대구,"부산광역시 해운대구 구남로29번길 26, (중동)",051-731-0677,129.1326424,35.1730196
52,행복한약국,부산사하구,"부산광역시 사하구 장평로 291, 1층 (신평동)",051-204-1255,129.1619558,35.1622657
53,행복한약국,부산사하구,"부산광역시 사하구 장평로 291, 1층 (신평동)",051-204-1255,129.1326424,35.1730196
54,행복한약국,부산해운대구,"부산광역시 해운대구 해운대로 313, 1층 (우동)",051-746-3373,129.1619558,35.1622657
55,행복한약국,부산해운대구,"부산광역시 해운대구 해운대로 313, 1층 (우동)",051-746-3373,129.1326424,35.1730196
56,행복한약국,부산수영구,"부산광역시 수영구 수영로 611, 1층 (광안동)",051-753-1888,129.1619558,35.1622657
57,행복한약국,부산수영구,"부산광역시 수영구 수영로 611, 1층 (광안동)",051-753-1888,129.1326424,35.1730196
58,행복한약국,부산동래구,"부산광역시 동래구 충렬대로 152, 1층 (온천동)",051-507-4014,129.1619558,35.1622657
59,행복한약국,부산동래구,"부산광역시 동래구 충렬대로 152, 1층 (온천동)",051-507-4014,129.1326424,35.1730196
60,행복한약국,부산서구,"부산광역시 서구 구덕로 224, 스카이파크동 201호 (부민동1가)",051-244-2263,129.1619558,35.1622657
61,행복한약국,부산서구,"부산광역시 서구 구덕로 224, 스카이파크동 201호 (부민동1가)",051-244-2263,129.1326424,35.1730196
62,행복한약국,부산남구,"부산광역시 남구 수영로 25, (문현동)",647-3345,129.1619558,35.1622657
63,행복한약국,부산남구,"부산광역시 남구 수영로 25, (문현동)",647-3345,129.1326424,35.1730196
64,행복한약국,부산진구,"부산광역시 부산진구 신천대로 241, 1층 (부암동, 롯데마트)",051-807-5775,129.1619558,35.1622657
65,행복한약국,부산진구,"부산광역시 부산진구 신천대로 241, 1층 (부암동, 롯데마트)",051-807-5775,129.1326424,35.1730196
66,센텀드림약국,부산해운대구,"부산광역시 해운대구 센텀2로 25, 센텀드림월드 105호 (우동)",051-741-3016,129.132947,35.1669544
67,행복약국,부산동래구,"부산광역시 동래구 중앙대로1493번길 6, 1층 102호 (온천동)",051-715-5538,129.1175913,35.191057
68,행복약국,부산진구,"부산광역시 부산진구 새싹로 240-1, 1층 (초읍동)",051-805-2032,129.1175913,35.191057
69,행복약국,부산강서구,"부산광역시 강서구 과학산단2로20번길 20, 행복메디컬빌딩 1층 103호 (지사동)",051-941-9936,129.1175913,35.191057
70,행복약국,부산남구,"부산광역시 남구 석포로 34, (감만동)",051-644-5862,129.1175913,35.191057
71,행복약국,부산진구,"부산광역시 부산진구 가야대로 460, (개금동)",051-894-1400,129.1175913,35.191057
72,행복약국,부산동구,"부산광역시 동구 중앙대로 365, 부산일보 1층 (수정동)",051-465-8993,129.1175913,35.191057
73,행복약국,부산진구,"부산광역시 부산진구 범일로 190, (범천동)",051-636-3835,129.1175913,35.191057
74,행복약국,부산해운대구,"부산광역시 해운대구 해운대로38번길 70, 1층 104호 (재송동)",051-784-7117,129.1175913,35.191057
75,행복약국,부산연제구,"부산광역시 연제구 월드컵대로 128, 행복한메디컬센타 1층 (연산동)",051-862-1185,129.1175913,35.191057
76,하이브약국,부산해운대구,"부산광역시 해운대구 해운대로 650, 상가동 110호 (우동)",051-747-1055,129.1613426,35.1646577
77,보라약국,부산해운대구,"부산광역시 해운대구 해운대로 814, 세종월드프라자 B동 6층 603 일부호 (좌동)",051-704-7321,129.1776778,35.1695768
78,메디썬약국,부산해운대구,"부산광역시 해운대구 좌동순환로 395, 한라프라자 104호 (중동)",051-741-2238,129.1773299,35.1621911
79,마음약국,부산해운대구,"부산광역시 해운대구 해운대로76번길 65, 1층 (재송동)",051-782-3355,129.1170107,35.1902979
80,마음약국,부산동래구,"부산광역시 동래구 금강로 91, 201호 (온천동)",051-553-4707,129.1170107,35.1902979
81,하나약국,부산기장군,"부산광역시 기장군 기장읍 차성로 436, (기장읍)",051-724-7761,129.1409667,35.167541
82,하나약국,부산기장군,"부산광역시 기장군 기장읍 차성로 436, (기장읍)",051-724-7761,129.1750479,35.1776265
83,하나약국,부산남구,"부산광역시 남구 용호로198번길 2, (용호동)",051-624-4780,129.1409667,35.167541
84,하나약국,부산남구,"부산광역시 남구 용호로198번길 2, (용호동)",051-624-4780,129.1750479,35.1776265
85,하나약국,부산영도구,"부산광역시 영도구 태종로 107, 영도오션트라움 105호 (영선동1가)",051-975-1200,129.1409667,35.167541
86,하나약국,부산영도구,"부산광역시 영도구 태종로 107, 영도오션트라움 105호 (영선동1가)",051-975-1200,129.1750479,35.1776265
87,하나약국,부산금정구,"부산광역시 금정구 수림로 13, 1층 (부곡동, 동원빌딩)",582-1300,129.1409667,35.167541
88,하나약국,부산금정구,"부산광역시 금정구 수림로 13, 1층 (부곡동, 동원빌딩)",582-1300,129.1750479,35.1776265
89,하나약국,부산북구,"부산광역시 북구 덕천로 235-1, (만덕동)",051-342-5820,129.1409667,35.167541
90,하나약국,부산북구,"부산광역시 북구 덕천로 235-1, (만덕동)",051-342-5820,129.1750479,35.1776265
91,하나약국,부산연제구,"부산광역시 연제구 아시아드대로46번길 15, (거제동)",051-503-8102,129.1409667,35.167541
92,하나약국,부산연제구,"부산광역시 연제구 아시아드대로46번길 15, (거제동)",051-503-8102,129.1750479,35.1776265
93,하나약국,부산동래구,"부산광역시 동래구 안락로 12, (안락동)",051-528-4477,129.1409667,35.167541
94,하나약국,부산동래구,"부산광역시 동래구 안락로 12, (안락동)",051-528-4477,129.1750479,35.1776265
95,하나약국,부산사하구,"부산광역시 사하구 감천로 46, 1층 (감천동)",051-201-0215,129.1409667,35.167541
96,하나약국,부산사하구,"부산광역시 사하구 감천로 46, 1층 (감천동)",051-201-0215,129.1750479,35.1776265
97,하나약국,부산해운대구,"부산광역시 해운대구 해운대로 409, 부산성모안과병원 104호 (우동)",051-744-1888,129.1409667,35.167541
98,하나약국,부산해운대구,"부산광역시 해운대구 해운대로 409, 부산성모안과병원 104호 (우동)",051-744-1888,129.1750479,35.1776265
99,하나약국,부산기장군,"부산광역시 기장군 장안읍 월내2길 3, 1층",051-923-8899,129.1409667,35.167541
100,하나약국,부산기장군,"부산광역시 기장군 장안읍 월내2길 3, 1층",051-923-8899,129.1750479,35.1776265
101,하나약국,부산강서구,"부산광역시 강서구 신호산단2로 21, 106호 (신호동)",051-973-1175,129.1409667,35.167541
102,하나약국,부산강서구,"부산광역시 강서구 신호산단2로 21, 106호 (신호동)",051-973-1175,129.1750479,35.1776265
103,하나약국,부산수영구,"부산광역시 수영구 수영로 621, 1-1호 (광안동, 부광)",051-517-6373,129.1409667,35.167541
104,하나약국,부산수영구,"부산광역시 수영구 수영로 621, 1-1호 (광안동, 부광)",051-517-6373,129.1750479,35.1776265
105,하나약국,부산금정구,"부산광역시 금정구 식물원로 59, 1층 102호 (장전동, BK오피스텔)",051-512-2420,129.1409667,35.167541
106,하나약국,부산금정구,"부산광역시 금정구 식물원로 59, 1층 102호 (장전동, BK오피스텔)",051-512-2420,129.1750479,35.1776265
107,하나약국,부산동래구,"부산광역시 동래구 온천장로 123-1, 1층 일부호 (온천동, 드림메디컬)",051-555-0200,129.1409667,35.167541
108,하나약국,부산동래구,"부산광역시 동래구 온천장로 123-1, 1층 일부호 (온천동, 드림메디컬)",051-555-0200,129.1750479,35.1776265
109,하나약국,부산해운대구,"부산광역시 해운대구 좌동순환로 174, 101호 (좌동, 거성프라자)",051-704-9393,129.1409667,35.167541
110,하나약국,부산해운대구,"부산광역시 해운대구 좌동순환로 174, 101호 (좌동, 거성프라자)",051-704-9393,129.1750479,35.1776265
111,5층그린약국,부산해운대구,"부산광역시 해운대구 해운대로 814, 세종월드프라자 B동 527호 일부호 (좌동)",051-702-2446,129.1776778,35.1695768
112,미소약국,부산동래구,"부산광역시 동래구 여고로 8, 1층 (사직동)",051-505-8275,129.1282604,35.1912677
113,미소약국,부산해운대구,"부산광역시 해운대구 재반로 150, 201호 (재송동, 보라스카이타운)",051-784-7377,129.1282604,35.1912677
114,미소약국,부산사상구,"부산광역시 사상구 사상로 325, (덕포동)",051-305-3354,129.1282604,35.1912677
115,미소약국,부산연제구,"부산광역시 연제구 과정로 144, (연산동, 미소메디칼 1층)",051-753-6123,129.1282604,35.1912677
116,미소약국,부산강서구,"부산광역시 강서구 과학산단로306번길 10, 115동 201호 (지사동, 협성 · DS 엘리시안)",051-971-9552,129.1282604,35.1912677
117,미소약국,부산진구,"부산광역시 부산진구 가야대로 769, (부전동)",051-816-9977,129.1282604,35.1912677
118,미소약국,부산북구,"부산광역시 북구 덕천로 303, (만덕동)",051-335-2621,129.1282604,35.1912677
119,미소약국,부산진구,"부산광역시 부산진구 양지로5번길 31, (양정동)",051-866-5156,129.1282604,35.1912677
120,미소약국,부산사하구,"부산광역시 사하구 하신번영로 320, (하단동)",051-202-2429,129.1282604,35.1912677
121,미소약국,부산진구,"부산광역시 부산진구 복지로 65, (개금동)",051-897-2345,129.1282604,35.1912677
122,미소약국,부산진구,"부산광역시 부산진구 백양관문로 3, 202호 (개금동, 개금주공아파트상가)",051-891-5885,129.1282604,35.1912677
123,미소약국,부산중구,"부산광역시 중구 대영로 213, (영주동)",051-442-2525,129.1282604,35.1912677
124,미소약국,부산서구,"부산광역시 서구 감천로 261, 1층 105호, 107호 (암남동, 삼성비치타운)",051-255-5587,129.1282604,35.1912677
125,미소약국,부산사하구,"부산광역시 사하구 다대낙조1길 5, (다대동)",051-265-9978,129.1282604,35.1912677
126,미소약국,부산연제구,"부산광역시 연제구 중앙대로 1045, (연산동)",051-866-9975,129.1282604,35.1912677
127,튼튼약국,부산동구,"부산광역시 동구 범일로 85, 101호 (범일동)",051-633-8899,129.1837505,35.1662548
128,튼튼약국,부산남구,"부산광역시 남구 분포로 113, 1005동 404호 (용호동, 엘지메트로시티아파트)",051-611-8288,129.1837505,35.1662548
129,튼튼약국,부산동래구,"부산광역시 동래구 충렬대로 384, (안락동, 동래아동병원)",051-531-7800,129.1837505,35.1662548
130,튼튼약국,부산기장군,"부산광역시 기장군 정관읍 정관로 615, (정관읍)",051-727-7717,129.1837505,35.1662548
131,튼튼약국,부산사하구,"부산광역시 사하구 하신번영로 185, (신평동)",051-207-9193,129.1837505,35.1662548
132,튼튼약국,부산해운대구,"부산광역시 해운대구 청사포로 16, 109호 (좌동, 락희상가)",051-704-4566,129.1837505,35.1662548
133,시티온누리약국,부산해운대구,"부산광역시 해운대구 해운대해변로298번길 47, 102호 (중동)",051-747-2340,129.1673766,35.1616514
134,동신약국,부산진구,"부산광역시 부산진구 새싹로 150-1, (연지동)",051-807-1801,129.1618527,35.1635378
135,동신약국,부산서구,"부산광역시 서구 천마로 132, (남부민동)",051-256-3763,129.1618527,35.1635378
136,동신약국,부산금정구,"부산광역시 금정구 금강로 180, 1층 (장전동)",518-1795,129.1618527,35.1635378
137,동신약국,부산수영구,"부산광역시 수영구 수영로 521, (광안동)",051-753-2276,129.1618527,35.1635378
138,동신약국,부산해운대구,"부산광역시 해운대구 중동1로 16, (우동)",051-746-2782,129.1618527,35.1635378
139,평화약국,부산동래구,"부산광역시 동래구 반송로273번길 2, 상가동 110호 (명장동, 조양아파트)",051-529-0192,129.1308011,35.1970097
140,평화약국,부산남구,"부산광역시 남구 용호로232번길 25-5, (용호동)",051-621-8042,129.1308011,35.1970097
141,평화약국,부산해운대구,"부산광역시 해운대구 재반로 221, (반여동)",051-781-7064,129.1308011,35.1970097
142,화이트약국,부산해운대구,"부산광역시 해운대구 해운대로 814, 세종월드프라자 A동 501-5호 (좌동)",051-704-5901,129.1776778,35.1695768
143,우정약국,부산남구,"부산광역시 남구 수영로 196, (대연동)",051-627-4441,129.1580864,35.2323233
144,우정약국,부산북구,"부산광역시 북구 덕천로 188, 벽산라인아파트 (만덕동)",051-337-7542,129.1580864,35.2323233
145,우정약국,부산해운대구,"부산광역시 해운대구 윗반송로 94, (반송동)",051-544-2111,129.1580864,35.2323233
146,희망약국,부산사하구,"부산광역시 사하구 서포로30번길 9, 104호 (구평동)",051-262-2245,129.1815255,35.1739609
147,희망약국,부산남구,"부산광역시 남구 황령대로319번가길 158-4, (대연동)",612-7585,129.1815255,35.1739609
148,희망약국,부산남구,"부산광역시 남구 용호로 91, (용호동)",051-628-9533,129.1815255,35.1739609
149,희망약국,부산진구,"부산광역시 부산진구 신암로 3, (범천동)",051-912-8275,129.1815255,35.1739609
150,희망약국,부산사하구,"부산광역시 사하구 낙동대로 402, 1층 (당리동)",051-204-7628,129.1815255,35.1739609
151,희망약국,부산금정구,"부산광역시 금정구 금강로 376, 1층 (장전동)",051-913-0927,129.1815255,35.1739609
152,희망약국,부산해운대구,"부산광역시 해운대구 좌동순환로249번길 11, 101호 (좌동, 르네상스오피스텔)",051-702-5055,129.1815255,35.1739609
153,희망약국,부산강서구,"부산광역시 강서구 명지국제8로 254, 105호 (명지동, 시온프라자)",051-271-7737,129.1815255,35.1739609
154,참약국,부산해운대구,"부산광역시 해운대구 재반로 248, (반여동, 거성당구장)",,129.131566,35.1992916
155,참약국,부산금정구,"부산광역시 금정구 중앙대로1719번길 16, 1층 (부곡동)",051-582-5523,129.131566,35.1992916
156,샛별약국,부산해운대구,"부산광역시 해운대구 재반로63번길 32, 1층 (재송동, 창광빌라)",051-781-5693,129.1254808,35.1849885
157,샛별약국,부산남구,"부산광역시 남구 수영로 30-1, 1층 (문현동)",051-646-4686,129.1254808,35.1849885
158,동산약국,부산사하구,"부산광역시 사하구 다송로 59, 상가동 106호 (다대동, 도시개발공사4지구아파트)",051-266-1101,129.1288947,35.1930266
159,동산약국,부산사상구,"부산광역시 사상구 백양대로 945, 1층 (모라동)",051-317-7985,129.1288947,35.1930266
160,동산약국,부산진구,"부산광역시 부산진구 새싹로 277, (초읍동)",051-805-0386,129.1288947,35.1930266
161,동산약국,부산해운대구,"부산광역시 해운대구 재반로 169, 1층 (재송동)",051-784-7552,129.1288947,35.1930266
162,동산약국,부산수영구,"부산광역시 수영구 과정로 41, (망미동)",051-754-7820,129.1288947,35.1930266
163,동산약국,부산사상구,"부산광역시 사상구 낙동대로 774-1, 1층 (엄궁동)",051-325-1170,129.1288947,35.1930266
164,동산약국,부산금정구,"부산광역시 금정구 구서로 2, (구서동, 정우빌딩 1층)",051-516-6061,129.1288947,35.1930266
165,동산약국,부산수영구,"부산광역시 수영구 수영로464번길 9, 준정빌딩 (남천동)",051-625-6264,129.1288947,35.1930266
166,실로암약국,부산해운대구,"부산광역시 해운대구 마린시티3로 1, 321호 (우동, 썬프라자)",051-469-8727,129.1475625,35.1580154
167,효은약국,부산해운대구,"부산광역시 해운대구 삼어로 61, 105호 (반여동, 우방신세계아파트상가)",051-525-2420,129.1154214,35.2037503
168,제일약국,부산사상구,"부산광역시 사상구 백양대로 893, (모라동)",051-311-6226,129.1699934,35.1737687
169,제일약국,부산금정구,"부산광역시 금정구 무학송로 105-1, 1층 (부곡동)",051-582-3428,129.1699934,35.1737687
170,제일약국,부산중구,"부산광역시 중구 동영로 7, (동광동5가)",051-468-7004,129.1699934,35.1737687
171,제일약국,부산수영구,"부산광역시 수영구 광안해변로 431, (민락동)",051-301-7823,129.1699934,35.1737687
172,제일약국,부산진구,"부산광역시 부산진구 가야대로 783, (부전동)",051-557-7447,129.1699934,35.1737687
173,제일약국,부산남구,"부산광역시 남구 수영로 206, 정학기정형외과 1층 (대연동)",626-6700,129.1699934,35.1737687
174,제일약국,부산해운대구,"부산광역시 해운대구 대천로67번길 4, 104호 (좌동, 주공아파트상가)",051-731-3334,129.1699934,35.1737687
175,제일약국,부산연제구,"부산광역시 연제구 월드컵대로 9, (연산동)",051-852-4675,129.1699934,35.1737687
176,제일약국,부산사상구,"부산광역시 사상구 새벽시장로 70, 109호 (감전동)",315-2663,129.1699934,35.1737687
177,제일약국,부산금정구,"부산광역시 금정구 서동중심로 17, (서동)",558-0096,129.1699934,35.1737687
178,제일약국,부산동래구,"부산광역시 동래구 안락로 39, (안락동)",051-523-5341,129.1699934,35.1737687
179,제일약국,부산동래구,"부산광역시 동래구 동래로148번길 24, 1층 일부호 (복천동)",051-556-4111,129.1699934,35.1737687
180,제일약국,부산기장군,"부산광역시 기장군 정관면 정관로 560, 560",051-727-6991,129.1699934,35.1737687
181,대우약국,부산사하구,"부산광역시 사하구 낙동대로 279, (괴정동)",051-317-1479,129.1225596,35.2078378
182,대우약국,부산금정구,"부산광역시 금정구 금강로 338-1, (장전동)",051-514-1460,129.1225596,35.2078378
183,대우약국,부산해운대구,"부산광역시 해운대구 선수촌로165번길 7, (반여동)",051-523-0634,129.1225596,35.2078378
184,진약국,부산강서구,"부산광역시 강서구 명지국제1로 25, 우진메디컬프라 112호 (명지동)",051-201-5481,129.1304705,35.1951003
185,진약국,부산해운대구,"부산광역시 해운대구 재반로 199, 1층 (반여동, 새아빌딩)",051-782-0686,129.1304705,35.1951003
186,진약국,부산영도구,"부산광역시 영도구 동삼로 64, (동삼동)",051-405-7575,129.1304705,35.1951003
187,진약국,부산서구,"부산광역시 서구 구덕로 102-1, 1층 (충무동1가)",051-231-9471,129.1304705,35.1951003
188,진약국,부산진구,"부산광역시 부산진구 중앙대로 821, 201동 225호 (범전동, 삼한골든뷰 센트럴파크)",051-806-6667,129.1304705,35.1951003
189,진약국,부산기장군,"부산광역시 기장군 기장읍 읍내로 96, (기장읍)",051-722-0686,129.1304705,35.1951003
190,진약국,부산수영구,"부산광역시 수영구 연수로 266, 기업은행망미지점 1층 (망미동)",051-714-7166,129.1304705,35.1951003
191,진약국,부산동구,"부산광역시 동구 진성로 15, (수정동)",051-465-2220,129.1304705,35.1951003
192,대학약국,부산서구,"부산광역시 서구 감천로 261, (암남동)",051-243-8492,129.180702,35.1727462
193,대학약국,부산금정구,"부산광역시 금정구 부산대학로49번길 17, 1층 (장전동)",051-514-3937,129.180702,35.1727462
194,대학약국,부산해운대구,"부산광역시 해운대구 좌동순환로 252, 상가동 105호 (좌동, 대원아파트)",051-703-2902,129.180702,35.1727462
195,대학약국,부산진구,"부산광역시 부산진구 복지로 61, 승현빌딩 2층 (개금동)",051-894-2800,129.180702,35.1727462
196,대학약국,부산서구,"부산광역시 서구 구덕로 188, (토성동3가)",051-244-8989,129.180702,35.1727462
197,대학약국,부산동래구,"부산광역시 동래구 충렬대로181번길 21, (명륜동, 명륜빌딩)",051-555-3628,129.180702,35.1727462
198,롯데센텀약국,부산해운대구,"부산광역시 해운대구 센텀1로 9, 롯데갤러리움센텀 E-102호 (우동)",070-8950-9519,129.1310641,35.1676318
199,소나무약국,부산해운대구,"부산광역시 해운대구 해운대로 133, (재송동)",051-784-8999,129.1213025,35.1853084
200,소나무약국,부산중구,"부산광역시 중구 중앙대로 2, (중앙동7가)",070-4155-0858,129.1213025,35.1853084
201,센텀유로약국,부산해운대구,"부산광역시 해운대구 APEC로 17, 센텀리더스마크 414호 (우동)",051-715-7771,129.1324308,35.1659261
202,드림약국,부산금정구,"부산광역시 금정구 서동로 105, 1층 (서동)",051-522-5352,129.1618527,35.1635378
203,드림약국,부산해운대구,"부산광역시 해운대구 중동1로 17, (중동)",051-746-7182,129.1618527,35.1635378
204,드림약국,부산진구,"부산광역시 부산진구 동성로 136, 1층 103호 (전포동)",051-819-9588,129.1618527,35.1635378
205,드림약국,부산사하구,"부산광역시 사하구 낙동대로 450, KH빌딩 101호 (당리동)",051-207-4567,129.1618527,35.1635378
206,드림약국,부산기장군,"부산광역시 기장군 정관읍 정관로 495, 1층 102호",051-728-2727,129.1618527,35.1635378
207,드림약국,부산서구,"부산광역시 서구 보수대로 9, (충무동1가)",051-254-3353,129.1618527,35.1635378
208,드림약국,부산진구,"부산광역시 부산진구 서면로 68, 부전동근린생활시설 1층 (부전동)",051-807-0020,129.1618527,35.1635378
209,드림약국,부산동래구,"부산광역시 동래구 안연로 64, 1층 (안락동)",051-528-3546,129.1618527,35.1635378
210,드림약국,부산사상구,"부산광역시 사상구 가야대로 288, 207호 (주례동, 창조센츄리아파트)",051-322-7871,129.1618527,35.1635378
211,드림약국,부산북구,"부산광역시 북구 만덕대로 22, (덕천동, 드림 메디칼 빌딩)",051-904-0010,129.1618527,35.1635378
212,드림약국,부산해운대구,"부산광역시 해운대구 세실로 79, 1층 (좌동)",051-702-1007,129.1618527,35.1635378
213,초록약국,부산동구,"부산광역시 동구 중앙대로 535, 1층 (범일동)",051-635-6188,129.119628,35.2036219
214,초록약국,부산강서구,"부산광역시 강서구 명지국제11로 25, (명지동, 동명빌딩104호)",051-291-5799,129.119628,35.2036219
215,초록약국,부산연제구,"부산광역시 연제구 아시아드대로 79, 1층 (거제동)",051-501-1423,129.119628,35.2036219
216,초록약국,부산해운대구,"부산광역시 해운대구 선수촌로 109-1, (반여동)",051-529-7515,129.119628,35.2036219
217,럭키약국,부산동래구,"부산광역시 동래구 금강공원로 20, (온천동)",051-553-0077,129.125857,35.1858169
218,럭키약국,부산진구,"부산광역시 부산진구 새싹로 200-1, (초읍동)",051-809-9668,129.125857,35.1858169
219,럭키약국,부산해운대구,"부산광역시 해운대구 재반로 80-1, (재송동)",051-784-4806,129.125857,35.1858169
220,동백약국,부산해운대구,"부산광역시 해운대구 해운대로 540, 104동 103호 (우동, 해운대 동백 두산위브더제니스)",,129.1509131,35.1599158
